owner_first_name,owner_family_name,owner_profession,tenant_name,building_functions,rent_price,parish,building_functions_count,longitude,latitude,near_church
francesco maria,canal,,piero tosso,magazzeno,66,san barnaba,1,12.325591466781884,45.43297440998531,True
silvan,capato,,zuanne battista milesi,magazzeno,4,san barnaba,1,12.32268794987118,45.43213384578922,False
silvan,capato,,zuanne battista milesi,magazzeno,4,san barnaba,1,12.32268794987118,45.43213384578922,False
antonio,zorzi,,maria filacco,magazzeno,7,san barnaba,1,12.323277511624717,45.43270767618082,False
antonio,zorzi,,maria filacco,magazzeno,7,san barnaba,1,12.323277511624717,45.43270767618082,False
iseppo,benetti,,francesco vanta,magazzeno,6,san barnaba,1,12.326014502753194,45.43395437587267,False
iseppo,benetti,,francesco vanta,magazzeno,6,san barnaba,1,12.326014502753194,45.43395437587267,False
elena,rizzi,,domenico gentili,magazzeno,6,san barnaba,1,12.32571283622776,45.434015531281226,False
elena,rizzi,,domenico gentili,magazzeno,6,san barnaba,1,12.32571283622776,45.434015531281226,False
iseppo,benetti,,francesco vanta,magazzeno,5,san barnaba,1,12.32556497794902,45.4340579043227,False
iseppo,benetti,,francesco vanta,magazzeno,5,san barnaba,1,12.32556497794902,45.4340579043227,False
zuanne,tron,,zuanne di giovanni lamberti,"bottega, casa, magazzeno",114,san gregorio,3,12.334675281063385,45.42945877252848,True
pietro,contarini,,bortolo milani,magazzeno,10,san gregorio,1,12.334267619217131,45.42937107876468,True
iseppo,benetti,,marco larese,magazzeno,10,san gregorio,1,12.33427960157365,45.42915958122161,False
francesco,zecchini,,zuanne armani,magazzeno,5,san gregorio,1,12.333181895863008,45.43032504631242,True
michiel,cataorta,,giovanni francesco giudici,magazzeno,16,san gregorio,1,12.333120854879542,45.43021058587212,True
giacomo,rizzardi,,reverendo padre giovanni francesco giudici,magazzeno,6,san gregorio,1,12.332691706525656,45.4305786296456,True
marco,manolesso,,mattio angeli,magazzeno,8,san gregorio,1,12.333186947229692,45.42951497039856,True
zuanne,tamagno,,zuanne nizza,"casa, orto",26,san gregorio,2,12.331283496686346,45.42855093269844,False
zuanne,tamagno,,pietro toma,magazzeno,40,san gregorio,1,12.331231789587097,45.428507344320494,False
marco,riva,,nicolò tabacco da castello,"casa, magazzeno",55,san gregorio,2,12.329863803051994,45.428759448220426,False
maria,vendramin,,lasagner di san luca qui non abitante,magazzeno,5,san gregorio,1,12.330691687370058,45.42952638453977,False
zuanne,tron,,francesco moro,magazzeno,5,san nicolo,1,12.316535852567872,45.43290855787269,True
domenico,michieli,,marco nespola,magazzeno,16,san nicolo,1,12.31431523945776,45.43245005746604,False
nicolo,bruzzoni,,ubaldo giusto,"casa, corto",40,san nicolo,2,12.314373994292504,45.43259389450176,False
alessandro,armani,,andrea calzavara,"bottega, casa, orto",48,san nicolo,3,12.314358692236093,45.43276400067312,False
domenico,ganassoni,,gerolamo canella,magazzeno,6,san nicolo,1,12.314781861661896,45.4327308481903,True
agostina,fedrici,,anna giavarina,magazzeno,10,san nicolo,1,12.317643873009304,45.43333980085348,False
gerolamo,da lezze,,daniel scaburi,"casa, orto",40,san nicolo,2,12.317273229658252,45.43350886216404,True
bernardo,negri,,zuanne da canal,"casa, orto",15,san nicolo,2,12.317233459175528,45.43391778603601,False
perina,travagnini,,lazaro baggio,magazzeno,4,san nicolo,1,12.316978511811318,45.43405308176099,False
salvador maria,callichiopoli,,zuanne coccalin,magazzeno,8,san nicolo,1,12.316714332391443,45.434600000646704,False
elisabetta,soranzo grotta,,giacomo bragato,"magazzeno, tagliapietra",18,san pantalon,2,12.322650624755935,45.43614385237916,False
andrea,loredan,,lorenzo rizzo,magazzeno,10,san pantalon,1,12.32468522951444,45.43533794482102,True
nicolo,venier,,francesco soardi,magazzeno,8,san pantalon,1,12.32597199614786,45.43650614988102,True
faustin,giustinian,,zuanne battista rotta,magazzeno,6,san pantalon,1,12.326694298425393,45.43418602436192,False
giustinian,molin,,vincenzo beni,magazzeno,90,san pantalon,1,12.325667783957297,45.43575454712588,True
faustin,giustinian,,vincenzo beni,magazzeno,12,san pantalon,1,12.325647673279152,45.43576449768402,True
filippo,dona,,domenico girardi,magazzeno,7,san pantalon,1,12.325489967293194,45.43589326324234,True
zorzi,pasqualigo,,zuanne alvera,"casetta, magazzeno",14,san pantalon,2,12.32539054298078,45.43582273685276,True
paulo pietro,morioni,,antonio veronese,magazzeno,36,san trovaso,1,12.327824559884318,45.4316287169494,False
gregorio,marin malipiero,,nadalin vitusi,magazzeno,4,san trovaso,1,12.325326752613917,45.432493395200645,True
salvador,girardini,procurator,bastian costa,magazzeno,6,san trovaso,1,12.325127461885227,45.431579421757775,True
domenico,michiel,,valentin ongaretto,magazzeno,6,san trovaso,1,12.32448030289589,45.43096524630365,True
gasparo,moro,,pietro zanardi,magazzeno,6,sant'agnese,1,12.329461977273194,45.42924025640719,False
zuanne battista,razzonico,,marchio brenati,"casa, magazzeno",200,sant'agnese,2,12.329231084402068,45.43077485901429,True
gasparo,moro,,giacomo e fratelli cavani,magazzeno,32,sant'agnese,1,12.32755686793078,45.429305815823646,True
gasparo,moro,,giovanni maria amorevoli,magazzeno,26,sant'agnese,1,12.3275662456571,45.42932095932047,True
perina,capello,,santo marcuzzi,magazzeno,4,santa margherita,1,12.322481624732342,45.4358246654842,False
nicolo,berlendis,,martin e giacomo fratelli ferer,"casa, orto",120,santa margherita,2,12.322783207297332,45.435149076145855,False
marco,contarini,,piero pelegrini,"casa, orto",34,santa margherita,2,12.322304849116694,45.435059936937854,False
francesco,duodo,,zuane salchi,magazzeno,12,santa margherita,1,12.323839032347944,45.43502174639625,False
alvise,contarini,,antonio balai,"casa, orto",130,santa margherita,2,12.32504138199331,45.43462274634238,False
tomaso,balbi,,valentin colini botter,magazzeno,4,santa margherita,1,12.32453560317287,45.43503925312027,True
mattio antonio,calvi,,valentin colini botter,magazzeno,22,santa margherita,1,12.324571009159866,45.4351109001488,True
ricca,franca,,isach bachi,magazzeno,14,ghetto nuovissimo,1,12.3273955842274,45.4450478909642,False
isach,treves,,david novaro,magazzeno,6,ghetto nuovissimo,1,12.327659916573063,45.44507012536089,False
iacob geremia,d'ancona,,bastian zamentin,magazzeno,11,ghetto nuovo,1,12.326564032144825,45.44536341674351,False
bianca iacob,coen,,raffale coen,magazzeno,3,ghetto vecchio,1,12.325039061389642,45.44442172148915,False
zuanne,capello,,salvador maggior,magazzeno,6,ghetto vecchio,1,12.325312575981494,45.44455954705563,False
giulio,fasoli bernardo,,salamon valenzian,magazzeno,37,ghetto vecchio,1,12.325233553412628,45.4445149087178,False
isach,tobi,,andrea barbaro,"casa, magazzeno",75,ghetto vecchio,2,12.325360948187628,45.444540815527255,False
sara,cacia,,david sefatti,magazzeno,4,ghetto vecchio,1,12.3255671378963,45.44486291621441,False
brunetta marco,coen,,abram cessi,magazzeno,23,ghetto vecchio,1,12.325900256851432,45.44508312560569,False
abram,luzato,,salamon raccà,magazzeno,6,ghetto vecchio,1,12.326114519559765,45.44465493311481,False
sarra,todesca,,marco renier,magazzeno,20,ghetto vecchio,1,12.326075401369126,45.44470176934252,False
mandolin,coen,,iseppo zacchin,magazzeno,2,ghetto vecchio,1,12.32603622734481,45.44472682901999,False
samuel,lessi,,cancian zucchin,magazzeno,3,ghetto vecchio,1,12.326023686011611,45.444716602632205,False
antonio,venier,,iseppo e fratello ventura,magazzeno,14,san cassiano,1,12.33158770032684,45.44018330363564,True
elisabetta,zinelli,,bortolo rotta,magazzeno,18,san cassiano,1,12.330743858426631,45.43900483794015,False
andrea,guerra,,francesco astori,magazzeno,20,san cassiano,1,12.330555805278651,45.43903241947095,False
antonio,rubini,,alvise quasini,"casa, orto",54,san cassiano,2,12.330778925961871,45.438860683121895,False
francesco,baffini,,zuanne bassi,magazzeno,16,san cassiano,1,12.330115042913544,45.43872505305974,False
pietro,foscarini,,pietro fiocho,magazzeno,15,san cassiano,1,12.330959739898562,45.43896511497571,False
pietro,contarini,,zuanne lionzi,magazzeno,16,san cassiano,1,12.331653161008466,45.43980143225164,True
pietro,contarini,,bernarda lovisetto,magazzeno,8,san cassiano,1,12.331686031616687,45.43978940883788,True
bastian,barbarigo,,il manzoni,magazzeno,16,san cassiano,1,12.33160993135539,45.43977625906861,True
costantin,loredan,,nicolò parini,magazzeno,6,san cassiano,1,12.332169590426254,45.43950010322032,True
vicenzo,giustinian,,zuanne ortalli,magazzeno,18,san cassiano,1,12.333319494989851,45.44001164745264,True
domenico,vicenzi,,zuanne ortalli,magazzeno,36,san cassiano,1,12.333308871412592,45.440001449974375,True
tranquillo,bollani,,zulian zuliani,"casa, magazzeno",42,san cassiano,2,12.333212953856,45.4398947415996,True
matteo agostino,correggio,,gerolamo battagia,"casa, magazzeno",80,san cassiano,2,12.333179773664638,45.4398705144872,True
pietro,benson,,pietro e fratelli federici,magazzeno,4,san cassiano,1,12.332813044596849,45.4394270200781,True
nicolo,donado,,giacomo gerardi,magazzeno,15,san cassiano,1,12.332635183800871,45.4393240815147,True
antonio,bosetti,,paolo belinati,magazzeno,10,san cassiano,1,12.33245442036374,45.4391542726496,True
alvise,vendramin,,zuanne zuliani,magazzeno,8,san cassiano,1,12.332552271937653,45.43936975808312,True
zorzi,contenti,,giacomo costanzi,magazzeno,17,san cassiano,1,12.332205080035065,45.43911149028797,True
zorzi,contenti,,iseppo bonomi,magazzeno,13,san cassiano,1,12.332197548859002,45.439099943665255,True
filippo,donado,,bortolo marinoni,magazzeno,30,san cassiano,1,12.333146319630842,45.44032313476632,False
nicolo,bembo,,zuanne calvi,magazzeno,14,san cassiano,1,12.333174315697384,45.440307443717,False
gabriel,herz,,iseppo lorensetto,magazzeno,12,san cassiano,1,12.332467728092965,45.44002798661108,True
marina,barbariga dolfin,,francesco feron,magazzeno,6,san cassiano,1,12.332390024313334,45.44007023147562,True
francesco benetto,varini,,francesco maggia,magazzeno,8,san cassiano,1,12.332295889047856,45.44013980801648,True
anzolo,grassi,,andrea zigna,"casa, orto",60,san cassiano,2,12.33230725471741,45.43998443882608,True
marco antonio,barbarigo,,zuanne ortali,magazzeno,43,san cassiano,1,12.332815994036224,45.43989967886531,True
andrea,guerra,,zuanne murer,magazzeno,5,san cassiano,1,12.332762927116011,45.43976199172434,True
vittoria,quati,,antonio acerbi,magazzeno,50,san cassiano,1,12.332523880587852,45.43977914618932,True
costantino,loredan,,nobil homini zuanne e fratelli vezi,magazzeno,15,san cassiano,1,12.332036079185418,45.43929160115916,True
anna,pulieri padovana,,simon pedrocchi,magazzeno,6,san cassiano,1,12.331903413672253,45.43910799185856,True
giulio,rombiasi,,zuanne grismondi,magazzeno,16,san cassiano,1,12.331729068711612,45.43929437329782,True
vincenzo,fusi,,antonio bortolotti,magazzeno,5,san giacomo dall'orio,1,12.329567377086192,45.44030803058613,True
almoro,barbaro,,francesco vanin,magazzeno,6,san simon apostolo,1,12.321692512182846,45.439899290719545,True
pietro,trevano,,pietro simonelli,magazzeno,8,san simon apostolo,1,12.322377846738336,45.4399334931684,True
pietro andrea,morari,,andrea massimo,magazzeno,8,san simon apostolo,1,12.322100479605457,45.43997104658046,True
giacomo,soranzo,,santo todesco frutariol,magazzeno,8,san simon apostolo,1,12.322966317228598,45.43942282944983,False
scipion,boldu,,domenico peloso,magazzeno,10,san simon apostolo,1,12.322487887954326,45.43954947490376,True
cristoforo,codognola,,marina lancerotti,"casa, magazzeno",16,san simon profeta,2,12.324247141196835,45.44082479681892,True
giacomo,soranzo,,giovanni antonio noris,magazzeno,12,san simon profeta,1,12.32446723536596,45.441507216871365,True
antonio,dona,,daniel bonfiol,magazzeno,40,san simon profeta,1,12.325331999273269,45.44177159796035,True
giovanni,barbarigo,,giacomo garelli,magazzeno,5,san simon profeta,1,12.32499684753446,45.44038399416687,True
pietro,foscari,,cattarina ragione,"casa, corto",10,san simon profeta,2,12.32479976251296,45.4394711493658,False
pietro,foscari,,massimiliano offner,"casa, orto",42,san simon profeta,2,12.324637478566904,45.43935932482696,False
pietro,foscari,,maria e sorelle capolin,"casa, orto",32,san simon profeta,2,12.324581411405006,45.43930684291043,False
pietro,foscari,,giovanni battista dolcetta,"casa, orto",60,san simon profeta,2,12.324478045202229,45.439101881258736,False
gerolamo,gradenigo,,domenico bodai,"casa, casetta, magazzeno, orto",80,san simon profeta,4,12.3239274657762,45.44032694537778,True
antonio,origoni,,pietro zangrandi,"casa, orto",80,san simon profeta,2,12.323347049687165,45.44104069672061,True
paolina,badoer mocenigo,,lazaro mazzoco,magazzeno,10,san stae,1,12.329637816196891,45.44054092952759,True
polo,trevisan,,pietro snider per domenico succhet e giovanni sparagnapan,magazzeno,40,san stae,1,12.32939727208957,45.44042938685262,True
zorzi,bondumier,,lorenzo oselier,magazzeno,9,san stae,1,12.329115779816323,45.44068861157738,False
nicolo,tron,,antonio davare,magazzeno,10,san stae,1,12.329466293461795,45.441110559303446,True
ottavio,razzolini,,francesco paglioni,"magazzeno, ponte",12,san stae,2,12.331200421627477,45.44046105355209,True
marc'antonio,trevisan,,giovanni battista povoleri,"magazzeno, ponte",121,san stae,2,12.331269719664606,45.44053045891563,True
pietro,berlendi,,francesco fracasso,magazzeno,15,santa croce,1,12.32214196817196,45.43900496746934,False
pietro,persego,,"figlioli, et eredi del quonda iseppo bianchi",magazzeno,20,santa croce,1,12.321617570237237,45.43633886968146,False
alvise,mocenigho,,antonio armani,magazzeno,20,santa lucia,1,12.321768409028806,45.4420082225932,True
alvise,mocenigho,,michiel cavenezia,"casa, orto",22,santa lucia,2,12.321862937055364,45.4419560209758,True
alvise,mocenigho,,iseppo pedreti,"bottega, casa, magazzeno",85,santa lucia,3,12.322361651669503,45.44162028833922,True
alvise,mocenicho,,zentilla gossen,"casa, orto",40,santa lucia,2,12.322333016094904,45.44150995982168,True
giovanni battista,rezzonico,,domenico farusso quondam leonardo,"casa, orto",60,santa lucia,2,12.3199760050909,45.442056132224565,False
giorgio,arigoni,,nobil homo ser costantin memo,magazzeno,9,santa lucia,1,12.319619703881443,45.4409303778377,False
leonardo,pesaro,,nicolò appiani,"casa, casetta, orto",130,santa lucia,3,12.320679294050477,45.44001734882198,False
francesco,trevisan,,alvise carrara spicier,magazzeno,8,san basso,1,12.339944473078935,45.43540223911345,True
francesco,trevisan,,zamaria managus scaleter,magazzeno,10,san basso,1,12.339970167008088,45.43540971434883,True
zuane battista,aquisti,,pellegrin pamela galliner,magazzeno,6,san basso,1,12.339155959997283,45.43519614258149,True
zuane battista,aquisti,,antonio formazieri spader in spaderia,magazzeno,6,san basso,1,12.339111616110213,45.43517977534964,True
zuane battista,barbaro,,giacomo zancho frutarol,magazzeno,14,san basso,1,12.33897854409934,45.43499924343634,True
zuane battista,barbaro,,tomà nani dal vedello,magazzeno,10,san basso,1,12.338947774149457,45.43499195456417,True
nicolo,venier,,bastian tonasiol,"bottega, casa, casetta, magazzeno",100,san benetto,4,12.33272260470444,45.43523414905112,True
marco,michiel,,francesco orsini,"bottega, magazzeno",34,san bortolomio,2,12.337713537885495,45.43774294850749,True
benetto,degna,,cristofolo valsecchi,magazzeno,10,san bortolomio,1,12.337424543503891,45.43801333178797,True
gasparo,stai,,anzola armati,magazzeno,12,san bortolomio,1,12.336340139541612,45.43802489396372,True
angelo,tomasini,,gaetano faggiani,magazzeno,12,san bortolomio,1,12.336987053993733,45.43809383216112,True
maffio,sorano senin,,iseppo pignol,magazzeno,12,san bortolomio,1,12.337204990524231,45.43806817222124,True
giuseppe,rossi,,inaffittato,magazzeno,8,san bortolomio,1,12.337225912989126,45.43813158763457,True
giuseppe,rossi,,zuanne grassi,magazzeno,3,san bortolomio,1,12.337133235757827,45.43816035830945,True
costanza,negri,,bortolo e marco fratelli rizzotti,magazzeno,10,san bortolomio,1,12.337299969042672,45.43829707793372,True
giuseppe,rossi,,gaetano faggiani,magazzeno,14,san bortolomio,1,12.337311190306457,45.43831492903545,True
carlo,ruzzini,,antonio venturini,"casa, magazzeno",20,san bortolomio,2,12.337296889173077,45.43805136225125,True
giovanni giacomo,hertz,,giovanni battista calcinardi,magazzeno,40,san bortolomio,1,12.337609263680246,45.43796296972015,True
giovanni giacomo,hertz,,francesco zamellin,magazzeno,29,san bortolomio,1,12.337417032243165,45.4381483285904,False
giovanni giacomo,hertz,,giovanni battista manzoni,magazzeno,25,san bortolomio,1,12.337412410530185,45.43813669673919,True
giovanni giacomo,hertz,,inafittato,magazzeno,40,san bortolomio,1,12.3373259680608,45.43809707535964,True
daniele,bragadin,,cristofolo valsechi,magazzeno,12,san bortolomio,1,12.337470019372969,45.43795608228358,True
nicolo,dona,,giovanni battista sola,magazzeno,18,san bortolomio,1,12.337550570406457,45.43785545815473,True
antonio,sardi,,francesco zambelli,magazzeno,40,san bortolomio,1,12.337339708096112,45.43788753722576,True
marino,pesaro,,venantio festari,magazzeno,24,san bortolomio,1,12.337436340922352,45.437335424979366,True
cristofolo,rotta,,inaffittato,magazzeno,16,san bortolomio,1,12.337443572837566,45.43734651119543,True
pietro girolamo,capello,,antonio millesi,magazzeno,6,san bortolomio,1,12.337457570241952,45.43734198551135,True
tadio,gradenigo,,antonio millesi,magazzeno,6,san bortolomio,1,12.337556441106134,45.43730971988571,True
alessandro,buffetti,,carlo pezzi,magazzeno,12,san bortolomio,1,12.336876756522535,45.437428186764166,True
alessandro,buffetti,,carlo pezzi,magazzeno,10,san bortolomio,1,12.33690124266221,45.43742294682266,True
cristina,buffetti locatelli,,giovanni maria zipponi,magazzeno,10,san bortolomio,1,12.337014244307356,45.437384359824776,True
cecilia,soranzo piovene,,fausti zanardini,magazzeno,16,san bortolomio,1,12.337407716834637,45.43724802370077,True
cecilia,soranzo piovene,,andrea battilana,magazzeno,14,san bortolomio,1,12.337412281448636,45.43726086727767,True
antonio,armati,,francesco morasciutti,magazzeno,24,san bortolomio,1,12.33752606644847,45.43717510935465,True
vittorio,palmerini,,francesco morasciutti,magazzeno,6,san bortolomio,1,12.337116729065707,45.43729776595868,True
girolamo,morosini,,bortolo galban,magazzeno,16,san bortolomio,1,12.33577997065582,45.43733489061918,True
marco,magno,,carlo manganoni,magazzeno,50,san bortolomio,1,12.335745492010671,45.43753399095317,True
francesco,foscari,,gugliemo berninza,magazzeno,9,san bortolomio,1,12.336128094449313,45.43752862045662,True
giovanni battista,loredan,,antonio rizzer,magazzeno,6,san bortolomio,1,12.33604358572379,45.43750480267773,True
marco,magno,,giacomo capovilla,magazzeno,12,san bortolomio,1,12.336163581016509,45.43745913892819,True
marco,magno,,carlo manganoni,magazzeno,14,san bortolomio,1,12.336148152728256,45.43743988589407,True
marc'antonio,minio,,santo sabadin,magazzeno,8,san fantin,1,12.334316897356596,45.43327754972308,True
elena,querini,,carlo bertoldin,"appartamento, casa, magazzeno",62,san luca,3,12.336362187293922,45.43510277499284,True
marc'antonio,erizo,,benedetto giuponi,magazzeno,10,san luca,1,12.336578810576098,45.43584402521319,True
marc'antonio,erizo,,zuanne guizzetti,magazzeno,22,san luca,1,12.336602366274107,45.435858957229314,True
michiel,priuli,,giuseppe facchinetti,magazzeno,10,san luca,1,12.336077167190645,45.435548415182055,False
antonio,boncio,,carlo et pietro rubini,magazzeno,12,san luca,1,12.335920219275325,45.43571094951045,False
pietro,cestari,,bortolo licini,magazzeno,12,san luca,1,12.335819792323166,45.435675814933255,False
zuanne,pasqualigo,,giovanni maria degiustina,"casa, magazzeno",32,san luca,2,12.335775423974711,45.434938364023935,True
zuanne,pasqualigo,,bernardo gismondi,magazzeno,10,san luca,1,12.335669449580983,45.43488558167441,False
zuanne,pasqualigo,,iseppo zambelli,magazzeno,6,san luca,1,12.335638781381032,45.434913613458114,False
gerolemo ascanio,giustinian,,antonio marangon,"bottega, magazzeno",46,san luca,2,12.33552562502562,45.43573466118888,False
antonio,dandolo,,francesco diogna,"bottega, magazzeno",85,san luca,2,12.334477780477757,45.43673099522994,False
antonio,dandolo,,nicolò berizzi,magazzeno,35,san luca,1,12.334442818598628,45.43671855921546,False
oratio,bembo,,giulio tabacco,magazzeno,8,san luca,1,12.33441093998888,45.43669457571665,False
giovanni battista,loredan,,giacomo planta,"bottega, casa, magazzeno",170,san luca,3,12.334044501471574,45.4365859105162,True
antonio,dona,,pietro quazzi,magazzeno,18,san luca,1,12.334368478154364,45.43607900313597,True
felippo,farsetti,,"antonio schiavi, et antonio chrestinelli",magazzeno,24,san luca,1,12.33422385349717,45.43608820235926,True
felippo,farsetti,,pietro maffei,"casa, magazzeno",200,san luca,2,12.33424407232778,45.436065317092606,True
giuseppe,guerriero,,piero giacomelli,"bottega, magazzeno",70,san maurizio,2,12.332044275543408,45.43280838640369,True
francesco,foscari,,antonio salvi,magazzeno,6,san moise,1,12.336194015359386,45.43340577273871,True
cristina,da mula contarini,,zuanne panciera,magazzeno,8,san moise,1,12.336224045755484,45.43341222366336,True
francesco,foscari,,nicolò tagliapietra,magazzeno,6,san moise,1,12.33649363086157,45.43350969432404,True
giovanni battista,baglioni,,cosmo canella q. angelo,"casa, magazzeno",75,san moise,2,12.336526887717612,45.43398043250893,True
zuane,tron,,alessandro lazaroni,magazzeno,16,san moise,1,12.33603800382644,45.43460802627581,True
antonio,venier,,antonio spadon,magazzeno,4,san moise,1,12.33574299332779,45.4345474068634,True
cecilia,grimani caleri,,vincenzo crescenti,"appartamento, casa, magazzeno",163,san moise,3,12.335548712759126,45.43453547858786,False
domenico,michiel,,giacomo zambetti,"bottega, casa, magazzeno",131,san moise,3,12.336377731916752,45.4338278615981,True
daniel,giustinian,,giacomo zambeti,magazzeno,7,san moise,1,12.335610790421756,45.433576429084845,True
bortolo,zanoli,,antonio cattani,magazzeno,10,san moise,1,12.3356619957069,45.43359519746817,True
giovanni battista,bon,,tomaso giavanotto,magazzeno,12,san moise,1,12.335836708022477,45.43362983765204,True
carlo,angaran,,bernardo michielini,magazzeno,10,san moise,1,12.335879612105211,45.43365085795468,True
bortolo,mustitelli,,bernardo tirabosco,magazzeno,8,san moise,1,12.335913339133045,45.43365355204499,True
giovanni battista,marchesati,,bernardo tirabosco,magazzeno,16,san moise,1,12.336107764730052,45.43366571748802,True
tomaso,calvi,,giovanni battista marchesati,magazzeno,12,san moise,1,12.33610262261264,45.43383244450528,True
giovanni battista,marchesati,,giacomo traversi,magazzeno,12,san moise,1,12.336119497282834,45.43387669530217,True
giovanni antonio,querini,,anzola benetella,magazzeno,10,san moise,1,12.336318796178844,45.43372784756345,True
zorzi,morosin,,tomaso giavaroto,magazzeno,12,san moise,1,12.336299813823882,45.4335557904429,True
costantin,frangin,,zuanne caldari,magazzeno,36,san moise,1,12.33605703655479,45.43347766477157,True
giovanni battista,contarini,,iseppo luchini,magazzeno,10,san moise,1,12.335858643316968,45.43346349980275,True
piero,foscarini,,iseppo gerardi,magazzeno,14,san moise,1,12.337023958735235,45.43281472650017,True
michela,michieli,,mattio calvi,magazzeno,30,san moise,1,12.336813106694487,45.43323788847764,True
vetor,da mosto,,carlo calvi,magazzeno,28,san moise,1,12.336182712007552,45.43218896350281,False
giacomo,badoer,,bernardo tirabosco,magazzeno,15,san moise,1,12.335511019821498,45.4322762528212,False
giacomo,badoer,,lunardo capitanachi sive andrea bonifacio,magazzeno,28,san moise,1,12.33569278075282,45.432327213196345,True
anzolo,michiel,,abbate sordina,magazzeno,6,san moise,1,12.335264610184216,45.43262040208177,True
lauro,querini,,nicolò venier,magazzeno,10,san moise,1,12.334856534265969,45.43291811059102,False
gerolamo,priuli,,piero e fratelli sonzi,magazzeno,10,san moise,1,12.334803341569788,45.43344362843176,True
alvise,corner,,aurelio maldura,magazzeno,6,san moise,1,12.335121295557656,45.43340147541421,True
nicolo,bobdumier,,piero e fratelli sonci,"bottega, magazzeno",16,san moise,2,12.335350736718556,45.43311880774618,True
vicenzo,molin,,antonio massarin,"bottega, magazzeno",8,san moise,2,12.33532688332239,45.43309532950845,True
zuane,emo,procurator,giacomo san vido,"bottega, casa, magazzeno",51,san paternian,3,12.333354573365956,45.43507795949563,True
gasparo,gritti,,giacomo fanzelli,magazzeno,8,san paternian,1,12.334680509091909,45.43567954797198,True
francesco,pasqualigo basadonna,,anna maria salvarina,"bottega, casa, corto",50,san paternian,3,12.335488050567855,45.43453103703826,False
francesco,pasqualigo basadonna,,ludovica tintimar,"bottega, corto",50,san paternian,2,12.335467955154952,45.43457338741754,False
nadal,dona,,giuseppe zorzi,magazzeno,20,san salvador,1,12.335697891908978,45.43652547250289,True
annibale,fonte,,redolfo baldini,magazzeno,4,san salvador,1,12.335879236926138,45.43700575628235,True
alvise,michieli,,domenico ricco,magazzeno,6,san salvador,1,12.335787189140468,45.43718948938741,True
vicenzo,pisani,,domenico ricco,magazzeno,6,san salvador,1,12.33574727109516,45.43720545751553,True
vicenzo,pisani,,battista nardini,magazzeno,10,san salvador,1,12.33570209566641,45.43722575025701,True
zorzi,morosini,,carlo calvi,magazzeno,8,san salvador,1,12.335618356628206,45.43725337033876,True
butta,buttacalice,,carlo chiarello,magazzeno,16,san salvador,1,12.33709682912655,45.43707683425297,True
giovanni antonio,arizi,,carlo chiarello,magazzeno,16,san salvador,1,12.337091251857943,45.43705921633428,True
antonio,ferro,,pietro valsechi,magazzeno,14,san salvador,1,12.337443119665307,45.43649405795748,True
angelo,filosi,,francesco prina,"bottega, casa, magazzeno",104,san salvador,3,12.337138406300312,45.43605480897818,True
ottavio,negri,,fratelli zucconi,magazzeno,18,san salvador,1,12.33479599502193,45.43685527524419,False
francesco,moro,,carlo calvi,magazzeno,38,san salvador,1,12.335016094260146,45.436866598113454,False
luigi,ferzi,,antonio gardani,magazzeno,20,san salvador,1,12.335270321928324,45.43665207715252,True
cattarina,bolani,,giuseppe dir,magazzeno,12,san salvador,1,12.335426073500674,45.43650793749212,True
zuanne,sagredo,,zuanne fontanella,magazzeno,28,san salvador,1,12.33593354113506,45.43631605337055,True
paolina,badoer mocenigo,,giacomo fomadelli,magazzeno,18,san salvador,1,12.33596150087617,45.436122242996525,True
paolina,badoer mocenigo,,vicenzo turaghelli,magazzeno,29,san salvador,1,12.335935813826069,45.43611967914119,True
cecilia,vidiman bettoni,,angelo stainer,magazzeno,56,san salvador,1,12.336236090397335,45.43579200969511,False
andrea,corner,procurator,scola del santissimo sacramento in s. samuel,magazzeno,16,san samuel,1,12.32830151557066,45.43385904233499,True
pietro paolo,galante,,francesco pighetti,magazzeno,10,san samuel,1,12.329889445029986,45.4344994591516,True
marco,nespola,,gasparo dalla todesca,"bottega, casa, magazzeno",50,san samuel,3,12.329839964343066,45.43448218174369,True
zuanne,soravia,,zuanne santa ranna,magazzeno,2,san samuel,1,12.32933876201034,45.43399466387836,True
bortolo,maffetti,,pietro e fratello novelli,magazzeno,12,san samuel,1,12.328319782836402,45.432958112658696,True
lorenzo,vignola,,giacomo rossi ora carlo piai,magazzeno,22,san samuel,1,12.32848423644304,45.432891438520734,True
giovanni maria,manzoni,,giacomo cataneo,magazzeno,36,san samuel,1,12.328182630309168,45.43277721895453,True
gasparo,de lucca,,sublocata a gasparo dalla todesca da marco nespola,"bottega, casa, magazzeno",25,san samuel,3,12.329822901840162,45.43447655954517,True
benedetto giovanni,toffetti,,antonio cenzato frutariol,magazzeno,7,san vidal,1,12.329669283112011,45.43305524618028,True
giovanni battista,zen,,andrea pisenti formagier,"bottega, magazzeno",16,san ziminian,2,12.337645596421954,45.43325777677358,False
giovanni battista,zen,,andrea pisenti formagier,"bottega, magazzeno",16,san ziminian,2,12.337645596421954,45.43325777677358,False
giacomo,curnis,,giacomo rorsetto verier,"bottega, magazzeno",18,san ziminian,2,12.33721667039757,45.434381946208845,True
giacomo,curnis,,giacomo rorsetto verier,"bottega, magazzeno",18,san ziminian,2,12.33721667039757,45.434381946208845,True
