rent_price,distance_to_nearest_square
12,0.145991052163013
21,0.14470366286754713
18,0.1567583949067233
21,0.15602961106661134
8,0.1553649082316339
15,0.15773581947859291
14,0.162197038877631
14,0.16769657203782484
28,0.18557930918184234
10,0.18056261834002774
28,0.17875397885854802
28,0.17585653764591028
30,0.16961490243893024
22,0.16887947918438478
10,0.16604091938293739
14,0.16494036950724963
10,0.1637311314854163
14,0.1639319894229417
36,0.162873746402866
32,0.16728276393691915
30,0.16827398586380096
36,0.17047623983415575
34,0.17193075263852425
36,0.17983227503380392
34,0.18236997535683022
20,0.18721219932922536
12,0.19138602241767724
14,0.19188585438981975
16,0.19246427985423237
20,0.194583121787128
18,0.19260083372019943
11,0.17774717909912874
15,0.17665475899419605
14,0.17561739173513172
80,0.1589277067801312
26,0.15777658259860985
18,0.15670072659948464
22,0.1484439771028005
10,0.14753233456668405
10,0.1464991847925641
12,0.14536940620925784
66,0.146438875280127
4,0.13606368563614715
18,0.1318160997598373
16,0.1307759247704086
18,0.12967592934937874
40,0.1515277055521651
41,0.14998593937051916
40,0.14855594141461187
16,0.1659037155692879
8,0.16710371269250865
12,0.168248804570385
18,0.11982997042296711
24,0.1186526288812255
26,0.11737805775353054
40,0.11612767637523166
26,0.11989985776590434
12,0.11881177885887959
16,0.11767339399364941
48,0.11653063836764588
54,0.10526480146623186
40,0.10349988954783483
40,0.11647937208057635
20,0.11371754004294984
20,0.11289482297136556
12,0.11300801156139847
42,0.11226205028500132
8,0.11147044320376805
59,0.1132711908669592
26,0.11822295342972157
16,0.11936768328314365
15,0.12520808411781978
22,0.12434532586309074
24,0.12574162805939001
12,0.12739309742899074
17,0.129706116422779
16,0.13146642840298672
12,0.13420463389892984
24,0.13561673637966923
74,0.194350092497348
40,0.19221583202417072
24,0.1933683816655951
24,0.19157440776235052
40,0.19506135552633377
40,0.19418338021235979
12,0.18387981505340475
10,0.1835024421427906
70,0.14110973054052867
12,0.18714483278016916
20,0.17981052732767822
20,0.16765139364561663
31,0.18623248252833163
8,0.18612254537838865
14,0.17280343973343756
8,0.14359286633369553
12,0.14300433579045033
30,0.1472423824717202
24,0.1463183845205415
36,0.14544333196597328
12,0.13416350912176736
22,0.133528358831532
53,0.13858138625473695
30,0.13034554573489915
36,0.12984831455865836
10,0.12415196227747595
40,0.1224911319103249
40,0.1220066828099623
16,0.15358633472253483
16,0.15280874989294627
45,0.1461213810673963
36,0.14900473005136589
58,0.1498344867924805
9,0.1553835975076637
8,0.1560111904489109
8,0.1566442702116035
14,0.1424923123289493
28,0.1441990718413984
16,0.1460591156665321
13,0.1519525628579798
26,0.1553242374897468
18,0.16403492974786898
14,0.16551979472664108
12,0.1377103927181313
12,0.1383953314755992
20,0.14810126517274597
24,0.1534011172937206
18,0.16090169357363696
24,0.16769779165086335
12,0.168406388195889
10,0.1688913234746554
16,0.17136140572103375
40,0.1727635614232637
36,0.1840080037894099
51,0.18549513590894498
36,0.18803937034611518
58,0.19885644579774758
34,0.20653319038563758
14,0.21002423189584155
40,0.21083472470769699
12,0.21375820832618767
10,0.2144502980425375
16,0.21967587172938255
36,0.22176622601539775
36,0.21922454061493854
20,0.21106580114152831
30,0.21010962005607278
65,0.20971126318141714
35,0.20942261512060903
10,0.2087172301443862
32,0.21666111433159838
30,0.2160194591836127
32,0.2135913983845619
32,0.21041233932668243
54,0.20808164508979904
56,0.20751677728041149
32,0.20732140556580447
52,0.20718966737246947
52,0.20668485253968127
32,0.2067444486499538
22,0.20716861373568782
50,0.20076833994821977
52,0.17381776179583075
56,0.16865383718751512
50,0.16550135068958172
60,0.15614525478269825
50,0.15243725039236347
60,0.16369668021056938
60,0.16423479215986095
60,0.16459799729627808
80,0.1536130308927681
80,0.15332506670585086
44,0.15275532813980072
56,0.15220290213269652
47,0.15345399221737782
63,0.15468456103813383
64,0.1385086232267768
56,0.12782333903471566
115,0.1295965035214062
108,0.13021932552328086
70,0.13193142782745135
30,0.13285108491772263
30,0.13365475022717946
62,0.14414123158051387
6,0.145796960105263
46,0.147384309463106
44,0.14857642549126873
26,0.16305976341345124
36,0.16511676934805591
48,0.1656428885573649
14,0.16887327713674685
36,0.18123980508660104
60,0.23874886088825814
310,0.2406145617233118
27,0.20424140976367802
5,0.20535785344226296
4,0.20105168254912156
10,0.21503717187675075
10,0.21402441820853538
12,0.21104712859789254
6,0.18105236232293193
50,0.17875029519395147
150,0.1766959469980644
90,0.2006156955499202
10,0.1691474987109296
10,0.1680770126174965
42,0.15584089727107697
22,0.13951183535248876
18,0.14001530306561868
48,0.1300725835776593
74,0.14603033355437567
24,0.14120563375231543
44,0.13525683760397753
14,0.12257913887536546
52,0.1259199621250097
60,0.1316953514343859
176,0.1121763169689202
200,0.10774189810806285
100,0.10490137528846545
100,0.09238116106629543
330,0.0651107021343217
14,0.0478042114166957
50,0.04719996410582305
46,0.040047082384152645
32,0.1955097505484331
56,0.18903911541415497
30,0.18466869977692207
50,0.16771550369106475
45,0.1493154324265859
40,0.14781326304945888
30,0.14568714679993655
65,0.14476400959843133
40,0.14412227797351734
53,0.14455885247141353
32,0.14383653148049483
16,0.15214687068431326
15,0.15179560710081444
60,0.19652719323911122
100,0.19195095105769341
95,0.18969619381278743
90,0.18639617847171117
60,0.1811698744276271
70,0.18170339201422936
9,0.17522426437450192
22,0.17186716364938734
65,0.16638074618916435
18,0.1628796803801702
12,0.1620648533615369
12,0.16096405825719898
10,0.1488849525865771
14,0.14915238891244442
23,0.15252959320789627
28,0.1555051762628574
12,0.15830139244410865
34,0.18008724525665984
35,0.1749904631348781
30,0.17125848467749824
40,0.16164600379359426
30,0.15510593715462503
16,0.15798640366099276
24,0.15783517437072944
20,0.16011707774970008
32,0.15969933042683648
50,0.15872412254318444
70,0.14037446647454488
15,0.16822417252585672
180,0.16396732371639786
13,0.16050558670958381
67,0.1487589271015795
18,0.1193260136721955
32,0.12258607015127262
14,0.12009931479194368
58,0.11255875000776513
42,0.0990695893813327
12,0.09399195534016917
42,0.09301194941690984
24,0.08122312445037196
40,0.08707098175520227
24,0.09262406184308114
10,0.0898463352071779
26,0.09664072528743642
38,0.09773348044033127
12,0.08296406271523686
34,0.08432855759814678
20,0.07924528871903182
11,0.08522505561661509
85,0.06050555496933813
56,0.0697508797413366
40,0.052894424701211404
12,0.05017565092789135
40,0.07147906748615727
12,0.06775357204780975
42,0.05586527908020661
60,0.0488321219314498
70,0.03922414726138269
60,0.03817806995713384
26,0.06696668946766145
32,0.06831486253301511
30,0.06588790383985675
55,0.03752383757250923
20,0.038315247974166744
90,0.03913246950643791
100,0.048563189128428455
18,0.05943995574587263
26,0.05740415978451912
33,0.06662134057802976
20,0.06926796057956998
20,0.06782829605635392
20,0.07452471705064274
24,0.07325626087599162
30,0.08120055209739796
20,0.08783678244560447
14,0.09237041254677518
26,0.09832939066955222
70,0.10586784717637532
16,0.10717197331100013
13,0.11326640391837652
56,0.11091884503215935
18,0.11230806443589314
48,0.10547079370752488
15,0.08352504882703914
24,0.08191211908467215
14,0.0806163227917183
35,0.07768025875501186
12,0.07445780432908071
55,0.062097377967876
20,0.05801241558701901
12,0.03554942591353503
26,0.0400729276133186
12,0.04296150472436386
12,0.06910559563362878
18,0.07021054892171077
20,0.07091386298891438
16,0.07560548325284454
12,0.07818636080021683
18,0.10812554017939491
66,0.10198670182117014
29,0.09461186461510317
11,0.09393632685755923
16,0.09888281044570905
58,0.09707870179627714
12,0.09086241069261697
20,0.09036345815216242
11,0.0870398267643843
16,0.08738868313961388
110,0.1183418774247392
16,0.12018873743139878
310,0.12040930981233987
96,0.1218242188790126
42,0.11980938574008412
120,0.12196307998031228
16,0.12052785745363027
12,0.12205536440495977
16,0.12408247444134807
55,0.11685938023532919
26,0.12491576949514878
10,0.12859704054987547
12,0.12675657079194266
30,0.1301219972318408
12,0.1317393376165449
67,0.11275617085075768
57,0.11244627655294702
96,0.12136649868224857
60,0.10508664803803237
65,0.10063620618629829
10,0.1517590318367541
65,0.17058705788193304
14,0.16229362637148217
190,0.16205166460957002
30,0.16981108697167954
16,0.1621391614408478
120,0.1636696979028484
8,0.17169724642080308
10,0.17805056451880585
30,0.18103638031761762
20,0.18363060596384675
40,0.19490520077616383
100,0.19168712446117767
30,0.1920907783517728
80,0.1906962785773271
22,0.19261314681541955
12,0.1833655393344204
16,0.1819098217036134
90,0.18043540543865627
22,0.1807230803685537
12,0.17743952192365192
52,0.16193320975267467
15,0.1589174660524002
11,0.15494502187427486
30,0.15170009588391561
16,0.1383467033730087
28,0.14408792681708246
36,0.14131056349849785
20,0.13640003373211088
31,0.14474063759796182
12,0.1423248623261386
14,0.14863749975377127
14,0.1549163389025688
18,0.13175175339059675
14,0.1281058715362617
18,0.13338026181427207
14,0.1469656349452768
9,0.13716341149042685
14,0.11814626989175746
32,0.11613323710297221
13,0.11230329444687802
34,0.11392513419880354
22,0.11514280526153461
28,0.10857086368452033
36,0.1133053504940372
32,0.11644437707335747
32,0.12038181232677803
22,0.1221044099930961
28,0.1214092411599987
80,0.10635309388525488
30,0.10419136171432096
50,0.09935755983146602
36,0.0984636820903951
40,0.13239359205482853
110,0.08979395151021442
40,0.08973494825281246
28,0.08942958420601556
33,0.08877028298281317
10,0.08856616896336725
14,0.08774219229655787
110,0.08772093465576924
25,0.08785142702836247
25,0.08757433410226087
70,0.10862257347154693
81,0.09096706279612278
100,0.09186675900933812
200,0.09409817156486408
14,0.09109905112223177
16,0.09362325772478629
100,0.11430271713261866
160,0.11175854392380452
50,0.1677714382804579
20,0.1263585364001897
12,0.12577949366403116
46,0.1263186251681412
65,0.12614653152928212
50,0.1500087281755436
80,0.1513683254254333
40,0.15292891281469823
20,0.125798026801176
16,0.1242482302578364
16,0.12477014225699079
30,0.12521719149088123
10,0.12538091508125965
12,0.1399193831308492
8,0.14299116195270575
18,0.13072130487385028
9,0.15207682768137984
58,0.14134608117141206
16,0.13826702806577051
90,0.13663169565837155
25,0.11449111926356505
8,0.10242457617427309
8,0.10105504358796918
12,0.09967175704951159
8,0.10465446026130848
18,0.10371982216550657
24,0.10275232688677786
12,0.10198200243974963
12,0.10112721161997833
12,0.10044646888888752
18,0.09942900795818659
44,0.10542381732248768
70,0.10469047462416134
60,0.1037635691880154
8,0.10673899607263602
20,0.10510974732012646
12,0.10428213720065432
22,0.10345540453024885
16,0.10260489912112666
24,0.10971975237341608
14,0.11004860093794218
12,0.11038244935545716
10,0.11076178113892829
16,0.1112531888890543
24,0.1117020819215646
20,0.11193320355640385
10,0.11120201892141163
12,0.11058829034595472
18,0.10938387484387324
30,0.10838469487841712
46,0.10688276945311864
55,0.1063201128263838
20,0.1039911543671196
15,0.11087959386265704
8,0.10701904106059346
18,0.10041053385446073
8,0.09950379726283139
24,0.09837282050860192
12,0.09793730440497438
10,0.09559831819933964
10,0.09379230893352929
10,0.08946044295402242
14,0.0912965065071097
50,0.08005757020759022
8,0.0633772208448364
12,0.064521018344839
10,0.06411781898171041
10,0.043298934389084845
45,0.044032160106908275
17,0.03756595103570373
20,0.038415096062552355
20,0.04050251975929887
40,0.041722806621088425
15,0.04638451264074377
9,0.047463830334098574
100,0.06842111728336286
90,0.06984907735208477
24,0.07133939943574291
24,0.03235178790318758
30,0.03222054901667698
32,0.032672937492683005
24,0.032857271634744396
32,0.03414862528386999
24,0.034750329105335584
16,0.04171205786020706
16,0.04253392235133133
25,0.043443608213920626
30,0.04345153092248504
12,0.04516165304740798
12,0.047209333657410785
24,0.04184902155576814
26,0.042539487163343714
24,0.04302253289309347
12,0.04259649821304466
18,0.04400083937094158
22,0.04566501720388778
12,0.05611479003774766
29,0.069190761088535
34,0.06926892909323881
32,0.06897509283335712
65,0.03645792638595732
40,0.03565874062807352
40,0.03533452582302192
32,0.04860539616998144
30,0.04716031463381679
22,0.0306014790403007
86,0.04995323181435982
20,0.05090049477825103
6,0.05232737088814379
24,0.05309961286169629
13,0.05808124255901332
36,0.059875250375589426
45,0.06106515050610177
62,0.06290943430167675
44,0.062336305049136585
28,0.07918260593708686
60,0.08004407569856185
24,0.08476149393681097
8,0.08291895673872078
4,0.07935829613869581
12,0.11956002471945346
27,0.12170895877868586
10,0.12430989709182927
5,0.12260913451798214
10,0.1232319309865602
8,0.12465445189747222
40,0.12998362017659923
90,0.1306499209088296
26,0.131297698900187
20,0.14281428349225941
16,0.14622446789126467
32,0.14597573653466575
26,0.14547851475268395
30,0.151144549709794
22,0.1529486826921818
20,0.15469600278736445
10,0.15684594353788933
10,0.16630191941987343
12,0.1918610050179412
14,0.17806338680592118
15,0.1792590100500661
8,0.1843719980094774
12,0.19857280367474436
10,0.20062201233770743
13,0.20166423151637658
12,0.1796772470952546
9,0.18168066557749177
60,0.18463949845909752
30,0.170305098654326
32,0.20054982040348182
50,0.20171225512725083
36,0.25146511207867933
24,0.24970214822321238
22,0.22831235980408368
8,0.22369332578178594
10,0.2249854405948306
8,0.2238609675126733
20,0.22287085541976887
20,0.2355301170466217
28,0.20137673529655029
10,0.20120655006632918
13,0.1957558004582139
32,0.19251806276363576
32,0.19227317137685251
36,0.18984592762180466
20,0.18670771833466046
30,0.14475580306961874
32,0.14275808387441083
20,0.14087202587809716
18,0.1901526627553886
42,0.18884752889891407
42,0.18669429805797927
10,0.1856425999708825
8,0.1728974909658236
10,0.17145443184703077
50,0.18015039182216208
10,0.16725654896101322
34,0.16665963138971543
9,0.1638208132336708
36,0.16187329504464884
10,0.17207623719498116
6,0.17352477564005855
14,0.1704910217956356
60,0.17020920826725672
10,0.16213805033339335
12,0.16102403243653324
36,0.16103917013461921
20,0.15885285108280942
20,0.15778739654516044
8,0.16874520701293722
12,0.16875673743730657
25,0.16788413035814057
10,0.16788981211753104
10,0.1675530941082053
12,0.16844988624188015
26,0.17029084417690532
28,0.17020640629391914
24,0.1839957989922849
10,0.18570364168558265
60,0.19343258658195184
12,0.19357563066069994
40,0.19333863275201377
11,0.1722096313156124
22,0.17352213022697424
14,0.17625938128232208
12,0.17391122158640712
16,0.17123304540502754
12,0.15882845265980444
50,0.15482613257855013
13,0.15353206659298202
22,0.1498349846705966
42,0.13910315356120928
115,0.17197183801641872
8,0.19172588535630897
13,0.19037267469894864
6,0.18887333766161274
12,0.18771457783597784
9,0.2034297069729005
10,0.20521326271380436
12,0.20467081717436897
7,0.20512593162870887
6,0.20627542173832847
7,0.20805949054283665
6,0.20114619172551437
6,0.20095283224122967
10,0.20068320149996138
10,0.20043682227825585
12,0.19990295813163123
9,0.1994938078408971
6,0.20438939041218043
8,0.2036465584012922
5,0.20327189433699647
20,0.20269409805669494
6,0.20752012323827224
14,0.20656061810721602
6,0.21043392800657967
20,0.2094965202592449
230,0.202027303504258
10,0.2428074840592054
15,0.24114597357706397
24,0.24271553748593586
10,0.2294485865103963
24,0.2269126298626591
7,0.22708042108755166
32,0.226036202122988
6,0.2300562351208538
7,0.22790485440872274
28,0.21353600891364216
12,0.21584883060924767
42,0.23418522994498767
10,0.23507467724520464
28,0.24578418578251213
28,0.24381213258118334
14,0.24172317978723795
30,0.24236892854768183
30,0.24573068055606856
5,0.24627739668688087
7,0.24689754337039452
5,0.24722483047956115
12,0.2476351558670504
5,0.2479629943261013
12,0.24861069971334376
5,0.2687248613512045
22,0.2695280697270814
9,0.2760376481473262
12,0.27692505088565256
32,0.2752310814336106
44,0.27528769450776586
11,0.2755312688388192
10,0.2734847511401652
12,0.2732619919132312
6,0.26869325857825016
22,0.2670996659235528
20,0.26696471875374433
12,0.2599064111444982
18,0.2578557878215449
8,0.25843342048957496
40,0.2563727012373275
60,0.2635543504607331
45,0.2680580222511085
12,0.2749322846568285
6,0.29804328613053216
12,0.2987306876241188
36,0.29714626163770474
12,0.2955191437301052
15,0.2817855502776132
16,0.2838990704393764
190,0.3148157072862126
110,0.27795130575641686
40,0.2795482318237923
10,0.2846994261171782
70,0.2852623166105772
14,0.2897332084254254
30,0.29176733102626434
10,0.30964430975817825
26,0.3110549205271237
30,0.31813314834607537
18,0.4340189731283142
12,0.4679124227189095
20,0.4714751714235898
20,0.4721699073125347
10,0.4729421695649084
24,0.47354314143872583
4,0.4738469142638511
6,0.4744016572849727
3,0.4758299266378465
18,0.4806235531037893
22,0.48106437764645177
15,0.48910665601381614
24,0.4900744875216643
17,0.5010047066296383
17,0.5212637609854602
6,0.5222958791493104
15,0.5019309720096572
15,0.49719323936416054
45,0.5526536529009685
12,0.5543929228650096
30,0.5546505934161965
34,0.5568128307974943
8,0.5515761513229707
16,0.5521418336083165
24,0.5551772595382714
25,0.5501543762888346
12,0.5737626273256292
12,0.5547264662424377
10,0.5532448429484853
16,0.5513461926690033
30,0.6177543539511587
8,0.5776429434053177
12,0.5807499883462555
38,0.5728762774741343
40,0.5653449379364515
8,0.5964587911449581
8,0.59610918392116
8,0.5956618521845114
8,0.5809620678143274
8,0.5821908956561425
8,0.5835488277286192
8,0.583468836189866
12,0.5721096867918954
20,0.577565344947789
12,0.570396488891097
14,0.568538110317713
12,0.5696723982668805
13,0.5724667055042422
10,0.5718156511420124
6,0.5714279607692622
13,0.5707065232815557
10,0.5673867710339011
10,0.5657943829988211
10,0.5669726227658096
10,0.5845166397795394
17,0.5859488329172164
15,0.5879580241927941
7,0.5892950471690958
7,0.5907932689139287
23,0.5836017212611858
14,0.5832481566506942
14,0.5830073375432924
14,0.5641099386340512
25,0.5635992901977083
18,0.5622796615797151
14,0.5616921557947655
12,0.5565984044311284
10,0.5550076442694919
12,0.5549917959865373
21,0.5522275557366639
9,0.5509684924832109
12,0.5495638874569306
13,0.5483056977786291
5,0.5418882988269837
14,0.5393643160095728
8,0.5373316176677837
12,0.5347334288773172
8,0.5455836564591948
14,0.5426408335242394
16,0.5297455208127937
18,0.5168651372709604
15,0.5177886459342007
37,0.5180927928761371
200,0.46247541903409783
14,0.4877421740246786
44,0.49002545586753293
20,0.4928819815796666
8,0.4940948310813173
14,0.490539256202836
10,0.4920259493383765
10,0.4936553841128237
22,0.49306401950822376
20,0.49461567464931655
50,0.48230817638551327
18,0.49653825736702006
10,0.5559444277292285
24,0.5130690130356216
146,0.49374873854646484
16,0.5672882296185184
13,0.5137059159912246
10,0.5124029810075805
25,0.5145864697456871
20,0.5250630892701099
7,0.5250862855947408
9,0.5250406473760476
26,0.5250046428619889
8,0.511822222016831
10,0.5120410549998516
10,0.5138808631659242
10,0.5123201880098087
8,0.5140433525219212
100,0.5139299749185269
10,0.5163329851271156
34,0.5135733062238553
14,0.5119130482360712
22,0.5074120771144477
18,0.48988553695571013
12,0.4895228204533178
8,0.4891953564169156
20,0.48887235049226757
28,0.48857328493918023
104,0.4860840490139321
12,0.4954243208274378
6,0.4954655442490244
5,0.4954693617831286
16,0.49626780357879496
12,0.49638349275746596
45,0.48485469591513825
170,0.48169623038091713
36,0.3996553292171156
13,0.3946181731605394
14,0.39393939963009394
10,0.3935908245586086
16,0.3917117417895781
36,0.37010872936887423
20,0.3667346949325962
17,0.3645513280555451
27,0.3588782130324276
52,0.35702652643795585
16,0.3631991717865981
14,0.36279684592759626
17,0.36188827258265405
26,0.36343197986487025
12,0.32153218325780913
12,0.3214401929866199
14,0.3214147359683789
12,0.3217266533301381
12,0.3201102973988839
12,0.31784791052336103
12,0.3186587261086533
12,0.31659376845930154
12,0.3179189336206092
36,0.2997602405168634
46,0.2996014738479931
16,0.29922360823667027
34,0.2875762346058563
30,0.2860418989203189
16,0.2844656297043862
24,0.2830835625135716
32,0.2814949595887572
50,0.274975885447204
14,0.27269680884143593
11,0.2581224495582939
16,0.2600717757796459
16,0.25999028612126224
16,0.25855431586737526
20,0.25842694260051796
18,0.2532487658221809
18,0.24508081793125006
14,0.244645088817843
8,0.24449141336646518
13,0.2440772839639513
9,0.24367015562574482
14,0.23383904345563497
18,0.23204481920864017
40,0.22892017345064689
15,0.1958650770439109
8,0.19429415366414865
12,0.19415121528238913
32,0.19348030514783884
137,0.19345893007968287
8,0.2050320255186995
20,0.2090504909088059
8,0.20955514342937828
13,0.21917812580040527
50,0.1984581129342294
16,0.18375276854670422
17,0.1789606434184562
165,0.1669641400392826
18,0.15223648962107428
15,0.15179301232327505
6,0.15114684762987105
6,0.14323957625384703
6,0.1435621648206455
15,0.14374638789598865
16,0.15581748510115145
16,0.14805347971758792
3,0.13734652841429235
14,0.13565704852322877
12,0.1343691505128782
8,0.1329270948825445
8,0.1317274369156343
6,0.1301393193363539
40,0.12083387877921968
40,0.11105815984777602
14,0.10997492815554416
20,0.10875720694010849
14,0.10745263252380133
12,0.10752776675579785
10,0.10605334455856458
14,0.10487549371723491
16,0.10312983593772523
20,0.10277843678140586
12,0.10139817872509095
10,0.10126615705629399
18,0.0995633381379045
17,0.10715351331644814
8,0.10876344707826216
12,0.11680502220558464
12,0.10361614716227244
23,0.06822926503511595
60,0.06533081989461026
34,0.06292963876639243
6,0.0804031549434655
50,0.08555849492087657
54,0.085029438360216
12,0.08251248414178569
24,0.08169603880711777
55,0.0807988098598067
34,0.08022539538312119
28,0.07947846715083008
25,0.07987656248159675
38,0.07099284024299737
12,0.06924845801703637
20,0.05387245238715966
12,0.052077197484300855
5,0.048981818044505514
36,0.06181821526225708
27,0.08405063473066648
24,0.08362415010678508
24,0.0699585379612291
3,0.0686524334407245
40,0.06741057087114871
4,0.06612331580477315
15,0.06554658994530653
10,0.06431508597736203
8,0.06285479472691641
12,0.058213963797792916
12,0.056506022373910524
22,0.0532510347959034
6,0.05226717042706159
6,0.05120789307732879
2,0.04740281027667181
150,0.08848730425526782
25,0.09752481175916054
25,0.09698155722362883
100,0.09320090788710977
40,0.08136303502598788
55,0.03520034192130396
45,0.03379028461533268
25,0.032140266496022994
23,0.03139845122785667
2,0.030554049835617447
30,0.03542094481694775
40,0.010882939389352659
20,0.009451209738564517
200,0.02036994704561707
30,0.013417481428477776
170,0.012929244288482123
20,0.012000597494618064
14,0.013771965417575572
17,0.015863188311024925
20,0.014897841912675763
60,0.025791412002195306
15,0.03213104818413258
26,0.03448502754764554
18,0.03635773989420668
11,0.036396172653751016
14,0.022117203181413574
4,0.017403745821483543
14,0.01687809101558794
8,0.025391035132231208
14,0.024753158426399142
60,0.028308170195343103
35,0.02976762444247852
34,0.031674048539468085
30,0.033403061380573196
10,0.03946990987911229
14,0.03508942594995148
46,0.023327540523992604
90,0.02723110336644463
8,0.02471438828887221
10,0.02219931555324447
40,0.024472801194160097
35,0.025382448803401802
34,0.026192025592954124
34,0.027057463911490057
7,0.028390406555152087
14,0.0325778540383601
16,0.03473153764114648
18,0.036668698846194905
12,0.039023747002701725
60,0.041070219303533564
13,0.04323249012336438
10,0.04555246526733451
10,0.047801214467029104
24,0.037986955678182166
8,0.03756795703830967
18,0.037075991697348154
14,0.036655832152266456
20,0.03512512276787833
87,0.04205147959151175
50,0.042029460070460815
15,0.04336475278620069
50,0.04477250664546229
46,0.033117109380365904
25,0.034077768032911356
50,0.0350774320540893
44,0.03594744154449836
58,0.03695157964787245
60,0.034764184541654516
4,0.035937953777909246
48,0.044605910280504174
20,0.05184205962218664
18,0.05334116455018043
50,0.05464084298686516
80,0.0561792463704497
10,0.05834845309934785
10,0.05871911937922655
12,0.05936867380162644
10,0.06335677120739049
6,0.06395672279656614
6,0.06456013818078533
8,0.07195316615749035
80,0.07070249827003844
32,0.06647636309777515
25,0.06590108390108917
70,0.06353195264477869
88,0.06455378840563371
26,0.06516399173111778
30,0.06365502891758332
300,0.06247863493478239
71,0.06120336361011927
40,0.05420782754651583
19,0.05440214025753716
24,0.048278836791157624
20,0.04955086012293323
56,0.06246839956913415
46,0.06229582526250588
46,0.04975612527243173
20,0.03669826014944702
170,0.031932916732605725
52,0.03128103768322606
10,0.059092977951911485
90,0.06200826594737736
40,0.05034171283183671
90,0.05026845115430332
12,0.06496610272706586
42,0.06170855240503974
18,0.07221363451377748
38,0.059987561192857114
40,0.058414376854641195
30,0.05695528112750478
55,0.06350214512749319
102,0.06248215486590296
30,0.061374227504673834
40,0.03638069510131386
10,0.037207507282237144
122,0.03840538376493786
73,0.03964273203050188
50,0.036852018639737624
26,0.05865098188609146
48,0.05795885065085165
30,0.04948668829329948
10,0.06537555060805808
12,0.07496291781462866
15,0.07634076583382036
12,0.07767055443974769
25,0.054005006293482816
30,0.05258188529072447
11,0.05148278528362194
70,0.05402853265654928
75,0.047368190890385346
42,0.04604744269742428
24,0.04473940503386174
45,0.04352276970843643
64,0.03117127360804256
32,0.030691391498354415
20,0.030215813660809387
43,0.03277936774142658
45,0.03142488299603598
48,0.05609587476746836
16,0.056525560150058295
14,0.0461081688808681
36,0.046418055542466224
28,0.04661658689643565
34,0.04189525742127201
44,0.04012568317606007
15,0.0323184625904609
20,0.02977861861600043
10,0.027645582071663243
26,0.03188317147524204
8,0.036890851803995615
14,0.040331849880126454
7,0.046255532150049676
20,0.05105538246297221
22,0.0501593145491015
22,0.06128919553668011
6,0.06836813329695082
7,0.06976357941149994
47,0.08626371267425421
32,0.08899080142541006
50,0.06589926357644281
20,0.04859429924341075
26,0.04462848817732666
34,0.039587115546460765
10,0.02901912446796805
30,0.058392844895352604
10,0.054266691866481365
20,0.04454763015850242
9,0.04567848515697658
12,0.04731302549925943
12,0.04908106946665063
50,0.058759376991371966
4,0.015268345673500317
